NAVID;Français
5899;Noyau interpédonculaire
5900;Couverture nucléaire
5901;Noyau interstitiel
5902;Noyau prestitiel
5903;Noyau précommissural
5904;Noyau rouge
5905;Partie magnocellulaire
5906;Partie parvocellulaire
5907;Décussations tegmentales
5908;Décussation dorsale
5909;Décussation ventrale
5910;Pédoncule cérébelleux ventral
5911;[Brachium conjunctivum]
5912;Décussation des pédoncules cérébelleux rostraux
5913;Décussation des nerfs trochléaires
5914;Lemnisque trigéminal
5915;Lemnisque médial
5916;Lemnisque latéral
5917;Noyaux du lemnisque latéral
5918;Fasciculi tegmenti
5919;Substance noire
5920;Partie compacte
5921;Partie réticulée
5922;Faisceau pyramidal
5923;Fibres corticonucléaires
5924;Fibres corticospinales
5925;Fibres corticoréticulaires
5926;Voie corticopontine
5927;Partie frontopontine
5928;Partie pariétopontine
5929;Noyau prétectal
5930;Tectum mésencéphalique
5931;Strate zonale du collicule rostral
5932;Couche grise du collicule rostral
5933;Couche optique
5934;Couche médullaire du collicule rostral
5935;Commissure des collicules rostraux
5936;Noyau du collicule caudal
5937;Commissure des colliculi caudaux
5938;Prosencéphale
5939;Diencéphale
5940;Troisième ventricule
5941;Commissure caudale
5942;Organe subcommissural
5943;Sillon hypothalamique
5944;Adhésion interthalamique
5945;Récessus optique
5946;Récessus neurohypophysaire
5947;[Récessus infundibulaire]
5948;Hypothalamus
5949;Corps mamillaire
5950;Récessus sous-mamillaire
5951;Tuber cinereum
5952;Partie tubéreuse rostrale
5953;Partie tubéreuse para-infundibulaire
5954;Partie tubéreuse caudale
5955;Sillon tubéro-infundibulaire
5956;Hypophyse
5957;Tractus optique
5958;Fasciculus para-optique
5959;Racine médiale
5960;Racine latérale
5961;Chiasma optique
5962;Lame grise terminale
5963;Organes vasculaires de la lame grise terminale
5964;Organe vasculaire hypothalamique
5965;Coupes hypothalamiques
5966;Couche périventriculaire
5967;Région hypothalamique rostrale avec région pré-optique
5968;Noyau supra-optique
5969;Partie suprachiasmatique
5970;Partie postchiasmatique
5971;Noyau suprachiasmatique
5972;Noyau paraventriculaire
5973;Partie accessoire
5974;Noyau paraventriculaire parvocellulaire
5975;Noyau hypothalamique rostral
5976;Noyau pré-optique médian
5977;Noyau pré-optique médial
5978;Noyau pré-optique latéral
5979;Noyau pré-optique périventriculaire
5980;Noyau périventriculaire rostral
5981;Région hypothalamique intermédiaire
5982;Noyau hypothalamique dorsomédial
5983;Noyau hypothalamique ventromédial
5984;Noyau infundibulaire
5985;Aire hypothalamique latérale
5986;Noyau tubéral latéral
5987;Noyau tubéromamilaire
5988;Partie caudale [Noyau intercalé]
5989;Partie supramamillaire
5990;Région hypothalamique caudale
5991;Noyau prémamillaire
5992;Aire hypothalamique dorsale
5993;Zone hypothalamique dorsocaudale
5994;Noyau hypothalamique latéral
5995;Noyau hypothalamique périfornical
5996;Noyau périventriculaire caudal
5997;Noyau mamillaire médial
5998;Noyau mamilaire latéral
5999;Noyau mamillaire gris
6000;Commissures
6001;Commissures supra-optiques
6002;Commissure supra-optique dorsale
6003;Commissure supra-optique ventrale
6004;Commissure supramamillaire
6005;Commissures intrahypothalamiques
6006;Tractus des projections nerveuses
6007;Fibres périventriculaires
6008;Faisceau médial du télencéphale
6009;Faisceau dorsal longitudinal
6010;Fibres hypothalamorétiniennes
6011;Tractus supra-opticohypophysaire
6012;Tractus paraventriculohypophysaire
6013;Tractus tubérohypophysaire
6014;Pédoncule mamillaire
6015;Tractus mamillotegmental
6016;Faisceau mammilohypothalamique
6017;Tractus mamillothalamique
6018;Subthalamus
6019;Corps sous-thalamique
6020;Sections sous-thalamiques
6021;Zona incerta
6022;Noyau subthalamique
6023;Noyau endopédonculaire
6024;Cercle pédonculaire
6025;Cercle lenticulaire
6026;Pédoncule thalamique ventral
6027;Thalamencéphale
6028;Thalamus
6029;Tubercule thalamique rostral
6030;Ténia thalamique
6031;Pulvinar
6032;Métathalamus
6033;Corps géniculé médial
6034;Corps géniculé latéral
6035;Epithalamus
6036;Glande pinéale
6037;Corps [Glande pinéale]
6038;Pédoncule [Glande pinéale]
6039;Récessus pinéal
6040;Récessus suprapinéal
6041;Habenula
6042;Stria habenularis thalami
6043;Coupes thalamencéphaliques
6044;Coupes thalamiques
6045;Stratum zonale
6046;Noyaux thalamiques rostraux
6047;Noyau rostral dorsal
6048;Noyau rostral médial
6049;Noyau rostral ventral
6050;Noyaux latéraux du thalamus
6051;Noyau ventral rostral
6052;Noyau ventral latéral
6053;Noyau ventral caudal
6054;Partie médiale du noyau ventral caudal
6055;Partie latérale du noyau ventral caudal
6056;Noyau dorsolatéral
6057;Noyau latéral caudal
6058;Noyau du pulvinar
6059;Lame médullaire externe du thalamus
6060;Lame médullaire interne du thalamus
6061;Noyaux intralaminaires du thalamus
6062;Noyau central médial
6063;Noyau paracentral
6064;Noyau central latéral
6065;Noyau thalmique central
6066;[Centre médian]
6067;Noyau parafasciculaire
6068;Noyau thalamique dorsal
6069;Noyaux paraventriculaires du thalamus
6070;Nucleus thalamique reticulé
6071;Coupes métathalamiques
6072;Noyau géniculé médial
6073;Noyau géniculé latéral
6074;Partie dorsale du noyau géniculé latéral
6075;Partie ventrale du noyau géniculé latéral
6076;Coupes épithalamiques
6077;Noyaux habénulaires
6078;Noyau habénulaire médial
6079;Noyau habénulaire latéral
6080;Commissure habénulaire
6081;Faisceau rétroflexe
6082;Télencéphale
6083;Cerveau - télencéphale
6084;Scissure cérébrale longitudinale
6085;Scissure cérébrale transverse
6086;Base du cerveau
6087;Face convexe [dorsolatérale]
6088;Face médiale
6089;Face basilaire
6090;Bord dorsal [dorsomédial]
6091;Pôle rostral [frontal]
6092;Pôle caudal [occipital]
6093;Pallium
6094;Paléopallium
6095;Archipallium
6096;Néopallium
6097;Cortex cérébral
6098;Sillons cérébraux
6099;Gyrus cérébral
6100;Rhinencéphale
6101;Partie basale du rhinencéphale
6102;Sillon rhinal latéral
6103;Partie rostrale du rhinencépale
6104;Partie caudale du rhinencépale
6105;Sillon rhinal médial
6106;Bulbe olfactif
6107;Sillon limitant du bulbe olfactif
6108;Bulbe olfactif accessoire
6109;Pédoncule olfactif
6110;Voie olfactive latérale
6111;Voie olfactive médiale
6112;Trigone olfactif
6113;Sillon limitant du trigone olfactif
6114;Lobe piriforme
6115;Partie rostrale du lobe piriforme
6116;Partie caudale du lobe piriforme
6117;Gyrus olfactif latéral
6118;Gyrus parahippocampal
6119;Vallecula [fossé] de l'artère cérébrale latérale
6120;Sillon endorhinal
6121;Tubercule olfactif
6122;Substance perforée rostrale
6123;Partie septale du rhinencéphale
6124;Aire subcalleuse
6125;Gyrus paraterminal
6126;Gyrus diagonal
6127;Septum du télencéphale
6128;Septum du télencéphale [pellucidum]
6129;Cavité du septum du télencéphale
6130;Couche du septum du télencéphale
6131;Partie limbique du rhinencéphale
6132;Hippocampe
6133;Partie précommissurale
6134;Partie supracommissurale [Indusium gris]
6135;Partie rétrocommissurale
6136;Gyrus du genou
6137;Gyrus supracalleux
6138;Sillon du corps calleux
6139;Stries longitudinales
6140;Strie longitudinale latérale
6141;Strie longitudinale médiale
6142;Alveus de l'hippocampe
6143;Fimbria de l'hippocampe
6144;Corne d'Ammon inversée
6145;Gyrus fasciolaire
6146;Sillon de l'hippocampe
6147;Sillon fimbriodenté
6148;Sillon dentato-ammonis
6149;Sillon fimbrio-ammonis
6150;Tubercule de l'hippocampe
6151;Uncus
6152;Incisure de l'uncus
6153;Diverticule de l'uncus
6154;Fornix
6155;Pilier du fornix
6156;Corps du fornix
6157;Ténia du fornix
6158;Colonne du fornix
6159;Ventral [Psalterium ventral]
6160;Commissure du fornix [hippocampe]
6161;Dorsal [Psalterium dorsal]
6162;Organe subfornical
6163;Sections du rhinencéphale
6164;Allocortex
6165;Couche moléculaire
6166;Couche pyramidale
6167;Couche granuleuse
6168;Paléocortex
6169;Péripaléocortex
6170;Archicortex
6171;Subiculum
6172;Pied de l'hippocampe
6173;Gyrus dentatus
6174;Péri-archicortex
6175;Voie olfactive intermédiaire
6176;Commissure rostrale
6177;Partie rostrale de la commissure rostrale
6178;Partie caudale de la commissure rostrale
6179;Stria terminalis de la commissure rostrale
6180;Corps amygdaloïde
6181;Noyau du tractus olfactif latéral
6182;Noyau cortical
6183;Noyau basal
6184;Noyau latéral
6185;Noyau central
6186;Noyau médial
6187;Plaque diagonale
6188;Noyaux septaux
6189;Fissure pseudosylvienne
6190;Fissure sylviienne [acérébrale latérale]
6191;Sillon ectosylvien rostral
6192;Sillon diagonale (Un)
6193;Sillon ectosylvien caudal
6194;Sillon présylvien
6195;Sillon proreus [orbitaire] (Un)
6196;Sillon suprasylvien moyen
6197;Sillon suprasylvien rostral
6198;Sillon suprasylvien caudal
6199;Sillon marginal [sagittal]
6200;Sillon ectomarginal [ectosagittal]
6201;Sillon endomarginal [endosagittal]
6202;Sillon ansatus
6203;Sillon postcruciate [postcentral] (Car)
6204;Sillon coronal
6205;Sillon cruciate [central]
6206;Sillon splénique
6207;Sillon suprasplénial
6208;Sillon oblique
6209;Sillon génual
6210;Sillon calcarin (Un)
6211;Sillon rostral interne (Un)
6212;Gyrus sylvien rostral
6213;Gyrus sylvien caudal
6214;Gyrus composite rostral
6215;Gyrus composite caudal
6216;Gyrus ectosylvien moyen
6217;Gyrus intersylvien
6218;Gyrus oblique rostral
6219;Gyrus oblique caudal
6220;Gyrus ectosylvien rostral
6221;Gyrus ectosylvien caudal
6222;Gyrus ectomarginal [ectosagittal] moyen
6223;Partie latérale (Un)
6224;Partie médiale (Un)
6225;Gyrus ectomarginal [ectosagittal] caudal
6226;Gyrus ectomarginal [ectosagittal] rostral
6227;Gyrus occipital
6228;Gyrus marginal [sagittal]
6229;Gyrus postcruciate [postcentral]
6230;Gyrus precruciatus [précentral]
6231;Gyrus proreus
6232;Gyrus du cingulum
6233;Insula (Un)
6234;Gyri de l'insula
6235;Limen de l'insula
6236;Opercule de l'insula
6237;Corps calleux
6238;Splénium du corps calleux
6239;Tronc du corps calleux
6240;Genou du corps calleux
6241;Rostre du corps calleux
6242;Sections du néopallium
6243;Néocortex [Isocortex]
6244;Couche moléculaire [plexiforme]
6245;Couche granuleuse externe
6246;Couche pyramidale externe
6247;Couche granuleuse interne
6248;Couche pyramidale interne
6249;Couche multiforme
6250;Cortex frontal
6251;Cortex pariétal
6252;Cortex temporal
6253;Cortex occipital
6254;Centre semi-ovale
6255;Fibres arquées cérébrales
6256;Cingulum
6257;Faisceau longitudinal supérieur
6258;Faisceau longitudinal inférieur
6259;Faisceau unciné
6260;Radiation du corps calleux
6261;Couronne rayonnante
6262;Radiation optique
6263;Radiation acoustique
6264;Corps strié
6265;Tête du noyau caudé
6266;Corps du noyau caudé
6267;Queue du noyau caudé
6268;Noyau accumbens
6269;Noyau lenticulaire
6270;Putamen
6271;Pallidum [Globus pallidus]
6272;Couche médullaire médiale
6273;Couche médullaire latérale
6274;Capsule interne
6275;Genou de la capsule interne
6276;Pilier rostral de la capsule interne
6277;Pilier caudal de la capsule interne
6278;Branche sublentiforme de la capsule interne
6279;Branche rétrolentiforme de la capsule interne
6280;Capsule externe
6281;Claustrum
6282;Capsule extrême
6283;Ventricule latéral
6284;Partie centrale
6285;Foramen interventriculaire
6286;Corne rostrale
6287;Corne temporale
6288;Noyau caudé
6289;Sillon thalamocaudé
6290;Strie terminale
6291;Lamina affixa
6292;Ténia choroïde
6293;Méninges
6294;Pachymeninge [Dure-mère]
6295;Dure mère du cerveau
6296;Faux du cerveau
6297;Tente du cervelet membraneuse
6298;Faux du cervelet
6299;Diaphragme de la selle
6300;Incisure de la tente du cervelet
6301;Cavité trigéminale
6302;Cavité sous-durale
6303;Dure-mère spinale
6304;Filum de la dure-mère spinale
6305;Cavité épidurale
6306;Leptoméninge
6307;Arachnoïde encéphalique
6308;Arachnoïde spinale
6309;Cavité sous-arachnoïdienne [Cavité leptoméningée]
6310;Liquide cérébrospinal
6311;Citernes sous-arachnoïdiennes
6312;Citerne cérébellomédullaire
6313;Citerne [fosse] valléculée latérale du cerveau
6314;Citerne chiasmatique
6315;Citerne interpédonculaire
6316;Granulations arachnoïdiennes
6317;Pia mater du cerveau
6318;Toile choroïdienne du quatrième ventricule
6319;Plexus choroïde du quatrième ventricule
6320;Toile choroïde du troisième ventricule
6321;Plexus choroïde du troisième ventricule
6322;Plexus choroïde du ventricule latéral
6323;Glomus choroïdien
6324;Pie-mère de la moelle épinière
6325;Ligament dentelé
6326;Septum intermédiaire
6327;Système nerveux périphérique
6328;Nerf
6329;Ganglion
6330;Branche communiquante
6331;Rameau musculaire
6332;Nerf cutané
6333;Nerf articulaire
6334;Nerf vasculaire
6335;Plexus péri-artériel
6336;Plexus nerveux spinal
6337;Corpuscule nerveux terminal
6338;Terminaisons nerveuses libres
6339;Nerfs crâniens
6340;Nerfs olfactifs
6341;Nerf voméronasal
6342;Nerf terminal
6343;Ganglion terminal
6344;Nerf optique
6345;Nerf oculomoteur
6346;Branche dorsale du nerf oculomoteur
6347;Branche ventrale du nerf oculomoteur
6348;Ganglion ciliaire
6349;Racine oculomotrice
6350;Nerfs ciliaires courts
6351;(Branche sympathique du ganglion ciliaire)
6352;Branche communiquante avec le nerf nasociliaire
6353;Nerf trochléaire
6354;Nerf trijumeau
6355;Racine majeure du nerf trijumeau
6356;Ganglion trigéminal
6357;Racine mineure du nerf trijumeau
6358;Nerf ophtalmique
6359;Branche méningée du nerf ophtalmique
6360;Nerf lacrymal
6361;Nerf frontal
6362;Nerf du sinus frontal
6363;Nerf supra-orbitaire
6364;Nerf supratrochléaire
6365;Nerf nasociliaire
6366;Branche communiquante avec le ganglion ciliaire
6367;Nerfs ciliaires longs
6368;Nerf ethmoïdal
6369;Branche nasale latérale
6370;Branche nasale médiale
6371;Branches nasales externes (Car)
6372;Nerf infratrochléaire
6373;Branches du sinus frontal (eq)
6374;Branches palpébrales du nerf infratrochléaire
6375;Branches cornuales (cap)
6376;Nerf maxillaire
6377;Branche méningée du nerf maxillaire
6378;Nerf zygomatique
6379;Branche zygomaticotemporale
6380;Branche cornuale (Ru)
6381;Branche communiquante avec le nerf lacrymal
6382;Branche zygomaticofaciale
6383;Branche zygomaticofaciale accessoire
6384;Nerf ptérygopalatin
6385;Nerf petit palatin
6386;Nerf grand palatin
6387;Nerf palatin accessoire
6388;Branches nasales caudales ventrales (eq)
6389;Nerf nasal caudal
6390;Nerf nasopalatin
6391;Nerf infra-orbitaire
6392;Branches alvéolaires supérieures caudales
6393;Branches alvéolaires supérieures moyennes
6394;Branches alvéolaires supérieures rostrales
6395;Plexus dentaire supérieur
6396;Branches dentaires supérieures
6397;Branches gingivales supérieures
6398;Branches nasales externes
6399;Branches nasales internes
6400;Branches labiales supérieures
6401;Ganglion ptérygopalatin
6402;Branches orbitales
6403;Nerf du canal ptérygoïdien
6404;Nerf pétreux profond
6405;Branche communiquante avec le nerf petit palatin
6406;Branches communiquantes avec le nerf grand palatin
6407;Branches communiquantes avec le nerf nasal caudal
6408;Nerf mandibulaire
6409;Branche méningée du nerf mandibulaire
6410;Nerf masticateur
6411;Nerf massétérique
6412;Nerfs temporaux profonds
6413;Nerf ptérygoïdien latéral
6414;Nerf ptérygoïdien médial
6415;Nerf tenseur du tympan
6416;Nerf tenseur du voile du palais
6417;Nerf buccal
6418;Nerf auriculotemporal
6419;Nerf du méat acoustique externe
6420;Branche de la membrane tympanique
6421;Branches parotides
6422;Nerfs auriculaires rostraux
6423;Branche transversale du visage
6424;Branches communiquantes avec le nerf facial
6425;Nerf lingual
6426;Branches de la gorge
6427;Branche communiquante avec la corde tympanique
6428;Nerf sublingual
6429;Branches linguales du nerf sublingual
6430;Branches communiquantes avec le nerf hypoglosse
6431;Nerf alvéolaire inférieur
6432;Nerf mylohyoïdien
6433;Branches alvéolaires inférieures caudales
6434;Branches alvéolaires inférieures moyennes
6435;Branche alvéolaire inférieure rostrale
6436;Plexus dentaire inférieur
6437;Branches dentaires inférieures
6438;Branches gingivales inférieures
6439;Nerf mentonnier (Ru, eq)
6440;Branches mentales du nerf mentonnier
6441;Branches labiales inférieures du nerf mentonnier
6442;Nerfs mentonniers (Car,su)
6443;Branches communiquantes avec le nerf buccal
6444;Branches communiquantes avec le nerf auriculotemporal
6445;Ganglion mandibulaire
6446;(Rameau sympathique du ganglion mandibulaire)
6447;Br. communiquantes des nerfs mentonniers avec le nerf lingual
6448;Branches glandulaires des nerfs mentonniers
6449;Ganglion sublingual (Car)
6450;Branches communiquantes avec le nerf lingual
6451;Branches glandulaires
6452;Nerf abducens
6453;Nerf facial [nerf intermédiofacial]
6454;Geniculum du nerf facial
6455;Nerf grand pétreux
6456;Nerf du muscle stapédien
6457;Branche auriculaire interne
6458;Nerf auriculaire caudal
6459;Branche digastrique
6460;Branche stylohyoïdienne
6461;Plexus parotidien
6462;Nerf auriculopalpébral
6463;Branches auriculaires rostrales
6464;Branche zygomatique
6465;Branches palpébrales
6466;Branches buccales
6467;Branches buccolabiales
6468;Branche mandibulaire marginale
6469;Ramus colli
6470;Nerf intermédiaire
6471;Ganglion géniculé
6472;Corde du tympan
6473;Nerf vestibulocochléaire
6474;Racine vestibulaire
6475;Racine cochléaire
6476;Nerf vestibulaire
6477;Ganglion vestibulaire
6478;Partie supérieure du ganglion vestibulaire
6479;Partie inférieure du ganglion vestibulaire
6480;Nerf utriculo-ampullaire
6481;Nerf utriculaire
6482;Nerf ampullaire antérieur
6483;Nerf ampullaire latéral
6484;Nerf ampullaire postérieur
6485;Nerf sacculaire
6486;Nerf cochléaire
6487;Ganglion spiral de la cochlée
6488;Nerf glossopharyngien
6489;Ganglion proximal du nerf glossopharyngien
6490;Ganglion distal du nerf glossopharyngien
6491;Nerf tympanique
6492;Plexus nerveux tympanique
6493;Nerf petit pétreux
6494;Nerfs caroticotympaniques
6495;Branche tubaire du nerf caroticotympanique
6496;Branche du sinus carotidien
6497;Branche du muscle stylopharyngien caudal
6498;Branche pharyngée
6499;Ganglion latéropharyngé (bo, ov)
6500;Branche linguale
6501;Branches amygdaliennes
6502;Nerf vague
6503;Ganglion proximal du nerf vague
6504;Ganglion distal du nerf vague
6505;Branche méningée du nerf vague
6506;Branche communiquante avec le nerf glossopharyngien
6507;Branche auriculaire
6508;Branches pharyngées
6509;Plexus pharyngien
6510;Branche œsophagienne
6511;Nerf laryngé crânial
6512;Branche externe du nerf laryngé crânial
6513;Branche interne du nerf laryngé crânial
6514;Branche communiquante avec le nerf laryngé caudal
6515;Nerf dépresseur
6516;Tronc vagosympathique
6517;Branches cardiaques
6518;Nerf laryngé récurrent
6519;Branches trachéales
6520;Branches œsophagiennes du nerf laryngé récurrent
6521;Nerf laryngé caudal
6522;Branches bronchiques
6523;Plexus pulmonaire
6524;Branches œsophagiennes du plexus pulmonaire
6525;[Plexus œsophagien]
6526;Tronc vagal ventral
6527;Branches gastriques pariétales
6528;Branche communiquante du tronc vagal ventral
6529;Branches atriales ruminantes du tronc vagal ventral
6530;Branches réticulaires crâniales
6531;Branche pylorique
6532;Branches hépatiques
6533;Branches duodénales
6534;Branches du sillon ventriculaire du tronc vagal ventral
6535;Branches omasiales du tronc vagal ventral
6536;Rameaux abomasiaux pariétaux
6537;Tronc vagal dorsal
6538;Branches gastriques viscérales
6539;Branches atriales ruminales
6540;Branches coeliaques
6541;Branches rénales
6542;Branches dorsales du rumen
6543;Branche ruminale droite
6544;Branche du sillon crânial
6545;Branches du sillon ventriculaire
6546;Branches réticulaires caudales
6547;Branche de la grande courbure de l'abomasum
6548;Branches omasiales
6549;Branches abomasiales viscérales
6550;Nerf accessoire
6551;Racines crâniales du nerf accessoire
6552;Racines spinales du nerf accessoire
6553;Branche interne du nerf accessoire
6554;Branche externe du nerf accessoire
6555;Branche dorsale du nerf accessoire
6556;Branche ventrale du nerf accessoire
6557;Nerf hypoglosse
6558;Branches linguales du nerf hypoglosse
6559;Nerfs spinaux
6560;Fils radicaux
6561;Racine ventrale
6562;Racine dorsale
6563;Ganglion spinal
6564;Branche ventrale
6565;Branche dorsale des nerfs spinaux
6566;Rameaux communiquants des nerfs spinaux
6567;Branche méningée des nerfs spinaux
6568;Queue-de-cheval
6569;Anses
6570;Nerfs cervicaux
6571;Branches dorsales des nerfs cervicaux
6572;Branche médiale des nerfs cervicaux
6573;Branche cutanée dorsale
6574;Branche latérale des nerfs cervicaux
6575;Nerf suboccipital
6576;Nerf grand occipital
6577;Branches ventrales
6578;Nerf grand auriculaire
6579;Nerf transverse du cou
6580;Branches crâniales du nerf transverse du cou
6581;Branches caudales du nerf transverse du cou
6582;Nerfs supraclaviculaires
6583;Nerfs sous-claviculaires ventraux
6584;Nerfs supraclaviculaires intermédiaires
6585;Nerfs supraclaviculaires dorsaux
6586;Plexus cervical
6587;Cercle cervical
6588;Racine crâniale
6589;Racine caudale
6590;Nerf phrénique
6591;Branches péricardiques
6592;Plexus brachial
6593;Racines du plexus
6594;Troncs du plexus
6595;Nerf dorsal de la scapula
6596;Nerf sous-clavier
6597;Nerf suprascapulaire
6598;Nerfs sous-scapulaires
6599;Nerf musculocutané
6600;Branche musculaire proximale
6601;Anse axillaire
6602;Branche communiquante avec le nerf médian (Car)
6603;Branche musculaire distale
6604;Nerf cutané médial de l'avant-bras
6605;Nerf axillaire
6606;Branches musculaires du nerf axillaire
6607;Nerf cutané brachial latéral crânial
6608;Nerf cutané antébrachial crânial
6609;Nerfs pectoraux crâniaux
6610;Nerf thoracique long
6611;Nerf thoracodorsal
6612;Nerf thoracique latéral
6613;Nerfs pectoraux caudaux
6614;Nerf radial
6615;Branches musculaires du nerf radial
6616;Nerf cutané latéral caudal du bras
6617;Branche profonde du nerf cutané caudal latéral du bras
6618;Branches musclaire du nerf cutané caudal latéral du bras
6619;Branche superficielle du nerf cutané brachial latéral caudal
6620;Nerf cutané latéral de l'avant-bras
6621;Branche latérale (Car, su)
6622;Branche médiale (Car, su)
6623;Nerfs digitaux dorsaux communs
6624;Nerfs digitaux dorsaux propres
6625;Nerf dorsal abaxial du I (Car)
6626;Nerf médian
6627;Racine médiale du nerf médian
6628;Racine latérale du nerf médian
6629;Branches musculaires du nerf médian
6630;Nerf interosseux de l'avant-bras
6631;Nerf digital palmaire abaxial du I
6632;Nerf digital palmaire commun du I
6633;Nerf digital palmaire axial propre du I
6634;Nerf digital palmaire abaxial propre du II
6635;Nerf digital palmaire commun du III
6636;Nerf digital palmaire axial propre du III
6637;Nerf digital palmaire axial propre du IV
6638;Branche communicante (fe)
6639;Nerf digital palmaire abaxial du II
6640;Nerf digital palmaire commun du II
6641;Nerf digital palmaire propre du II
6642;Nerf digital palmaire abaxial propre du III
6643;Nerf digital palmaire axial du III
6644;Nerf digital palmaire axial du IV
6645;Branche communiquante des nerfs digitaux palmaires
6646;Nerf palmaire médial [Nerf digital palmaire commun du II]
6647;Nerf digital palmaire médial
6648;Branche dorsale des nerfs digitaux palmaires médiaux
6649;Nerf métacarpien palmaire médial
6650;Nerf métacarpien palmaire latéral
6651;Branches articulaires carpiennes
6652;Nerf interosseux moyen
6653;Nerf digital palmaire latéral
6654;Branche dorsale des nerfs digitaux palmaires latéraux
6655;Nerf ulnaire
6656;Nerf cutané caudal de l'avant-bras
6657;Branches musculaires des nerfs cutanés antébraquiaux caudaux
6658;Branche dorsale du nerf cutané caudal de l'avant-bras
6659;Nerf digital dorsal commun du IV (fe)
6660;Nerf digital dorsal abaxial propre du IV (fe)
6661;Nerf digital dorsal axial propre du V (fe)
6662;Nerf digital palmaire commun du IV
6663;Nerf digital palmaire abaxial propre du IV
6664;Nerf digital palmaire axial propre du V
6665;Nerf digital palmaire abaxial du V
6666;Nerfs métacarpiens palmaires (ca)
6667;Branche dorsale du nerf métacarpien palmaire (ca)
6668;Branche palmaire du nerf digitale dorsale abaxiale V
6669;Branche superficielle du nerf digitale dorsale abaxiale V
6670;Branche profonde du nerf digital palmaire abaxial V
6671;Branche dorsale du nerf palmaire abaxial du V
6672;Nerf digital dorsal propre du V
6673;Branche palmaire du nerf digital dorsal propre du V
6674;Branche superficielle du nerf digital dorsal propre du V
6675;Nerf digital palmaire propre du V
6676;Branche profonde du nerf digital palmaire propre du V
6677;Branche dorsale du nerf digital palmaire propre du V
6678;Branche palmaire du nerf digital palmaire propre du V
6679;Branche superficielle du nerf digital palmaire propre du V
6680;Nerf palmaire lat. [N. digital palmaire commun du III]
6681;Branche profonde du nerf palmaire latéral
6682;Branches articulaires du nerf métacarpien palmaire latéral
6683;Branche dorsale du nerf digital palmaire latéral [propre]
6684;Nerfs thoraciques
6685;Branches dorsales du nerf thoracique
6686;Branche médiale du nerf thoracique
6687;Branche latérale du nerf thoracique
6688;Branche cutanée médiale des nerfs thoraciques
6689;Branche cutanée latérale des nerfs thoraciques
6690;Branches ventrales [Nerfs intercostaux]
6691;Branche cutanée latérale [pectorale et abdominale]
6692;Branches mammaires latérales
6693;Nerf intercostobrachial
6694;Branche cutanée ventrale [pectorale et abdominale]
6695;Branches mammaires médiales
6696;Nerf costo-abdominal
6697;Nerfs lombaires
6698;Branches dorsales des nerfs lombaires
6699;Branche médiale des nerfs lombaires
6700;Branche latérale des nerfs lombaires
6701;Branche cutanée médiale des nerfs lombaires
6702;Branche cutanée latérale des nerfs lombaires
6703;Nerfs clunéaux craniaux
6704;Branches ventrales des nerfs clunéaux craniaux
6705;Nerfs sacraux
6706;Branches dorsales des nerfs sacrés
6707;Branche médiale des nerfs sacrés
6708;Branche latérale des nerfs sacrés
6709;Nerfs clunéaux moyens
6710;Rameaux ventraux des nerfs clunéaux moyens
6711;Plexus lombosacral
6712;Racines du plexus lombosacré
6713;Tronc du plexus lombosacré
6714;Plexus lombaire
6715;Nerf iliohypogastrique
6716;Branche cutanée latérale du nerf iliohypogastrique
6717;Branche cutanée ventrale du nerf iliohypogastrique
6718;Nerf iliohypogastrique crânial
6719;Branche cutanée latérale du nerf iliohypogastrique crânial
6720;Branche cutanée ventrale du nerf iliohypogastrique crânial
6721;Nerf iliohypogastrique caudal
6722;Branche cutanée latérale du nerf iliohypogastrique caudal
6723;Branche cutanée ventrale du nerf iliohypogastrique caudal
6724;Nerf ilio-inguinal
6725;Branche cutanée latérale du nerf ilio-inguinal
6726;Branche cutanée ventrale
6727;Nerf génitofémoral
6728;Branche génitale
6729;Branche fémorale
6730;Nerf cutané du nerf fémoral latéral
6731;Nerf fémoral
6732;Branches musculaires du nerf fémoral
6733;Nerf saphène
6734;Branches musculaires du nerf saphène
6735;Branches cutanées du nerf saphène
6736;Nerf obturateur
6737;Branche crâniale du nerf obturateur
6738;Branche caudale du nerf obturateur
6739;Plexus sacral
6740;Tronc lombosacral
6741;Nerf fessier crânial
6742;Nerf fessier caudal
6743;Nerf cutané fémoral caudal
6744;Nerfs clunéaux caudaux
6745;Nerf sciatique
6746;Branches musculaires du nerf ischiatique
6747;Nerf fibulaire commun
6748;Nerf cutané sural latéral
6749;Branches musculaires du nerf cutané sural latéral
6750;Nerf fibulaire superficiel
6751;Branches musculaires du nerf fibulaire superficiel
6752;Branches cutanées du nerf fibulaire superficiel
6753;Nerf digital dorsal abaxial du II
6754;Nerf digital dorsal commun du II du pied
6755;Nerf digital dorsal axial propre du II du pied
6756;Nerf digital dorsal abaxialis propre du III du pied
6757;Nerf digital dorsal commun du III du pied
6758;Nerf digital dorsal axial propre du III du pied
6759;Nerf digital dorsal axial propre du IV du pied
6760;Nerf digital dorsal commun du IV du pied
6761;Nerf digital dorsal abaxial propre du IV du pied
6762;Nerf digital dorsal axial propre du V du pied
6763;Nerf digital dorsal V abaxial
6764;Nerf digital dorsal commun II
6765;Branches cutanées du nerf digital dorsal commun du II
6766;Nerf digital dorsal axial propre du II
6767;Nerf digital dorsal abaxial propre du III
